trip_id,driver_id,rider_id,start_time,end_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,fare_amount,surge_multiplier,trip_distance_km,vehicle_type,payment_method,rating_by_rider
0aadbabc-f676-4e5c-9167-bc5ef113bc27,0bd9b909-ffb2-4576-9421-c329f686a4a2,76d4235a-1641-40fe-abb2-3436ae06da03,2025-01-15 09:52:00,2025-01-15 10:26:00,40.635,-73.79,40.73,-73.89,58.82,1.0,1.41,comfort,cash,4.3
e9b8f354-ba95-471e-9b3f-48239fcd840e,a5f126e9-b32c-40ba-b2cb-3897bbd72d26,ed705f44-2a21-45b9-a965-5409c2d4f099,2025-01-15 09:55:00,2025-01-15 10:09:00,40.77,-73.96,40.77,-73.96,56.93,1.5,11.95,black,cash,3.4
4c70c807-3c9a-4967-a68e-1d1d1336e1de,f9feeefa-2cf4-4d88-b4ce-59cb40a4131a,18c89b76-cfe3-4feb-8729-8ba1023726ae,2025-01-15 09:58:00,2025-01-15 10:10:00,40.77,-73.96,40.635,-73.79,79.34,2.0,5.22,uberx,card,4.7
93810825-40be-46b8-b0a6-529969b33d57,aa623794-12e5-4c37-a987-e6e234bc81f8,ce768d24-0b5c-4ee4-af9e-dc45b1996288,2025-01-15 10:04:00,2025-01-15 10:42:00,40.77,-73.96,40.73,-73.89,14.63,1.2,1.19,uberx,wallet,4.8
01196f35-75b7-4a78-a6bc-00f44816aed5,d6232e4f-9015-44f9-93ee-9852633f8f63,1e7fbd5f-4627-4240-b7e5-7fe31c57686a,2025-01-15 10:04:00,2025-01-15 10:34:00,40.65,-73.97,40.65,-73.97,12.81,2.0,22.81,comfort,wallet,3.4
d89198af-81f0-471e-bffe-0c463ca0beed,427f0819-5c48-4a8d-9d20-1b4c76bfb844,4f966fa8-4153-407a-91e2-ef18565194cf,2025-01-15 10:07:00,2025-01-15 10:24:00,40.635,-73.79,40.755,-73.98,59.33,1.2,14.03,black,cash,4.5
59e3141b-5054-4715-ba21-84344e3f4125,5460f479-b7a6-4b83-8729-24959d113b18,ad1e3018-1015-4b88-94bd-3da56f77e690,2025-01-15 10:09:00,2025-01-15 10:48:00,40.65,-73.97,40.755,-73.98,48.38,1.0,9.03,xl,wallet,3.6
42a17925-9b9b-41d6-90ca-7d710b1ceb06,7f2e60b0-acd7-40ac-aa49-a455d259f708,e53b8c27-f940-45f3-b9fb-948aac963889,2025-01-15 10:12:00,2025-01-15 10:49:00,40.65,-73.97,40.635,-73.79,25.56,1.0,27.05,comfort,cash,4.6
4338605f-36d9-49e9-aca9-e707d4e4068c,636e7924-a70a-4571-a4e9-269fcbc9f0c2,f644db9e-94fb-4ab7-af39-e5fa44874fcb,2025-01-15 10:13:00,2025-01-15 10:51:00,40.635,-73.79,40.77,-73.96,10.96,1.0,3.93,black,cash,5.0
ebc94e66-3004-473c-a4bf-634d96067a93,f2f066c8-0373-4c5b-8a56-ea04e7ec2476,2c6faff3-0439-41f6-ab3c-1a14341651c0,2025-01-15 10:18:00,2025-01-15 10:43:00,40.635,-73.79,40.77,-73.96,11.42,1.0,28.7,xl,card,3.1
3683ff1b-bb2f-421d-a61b-8e9de84f556e,74ed3328-056a-4817-9c99-81a7eee4d87d,5d38b388-039e-438e-8da0-29884460c471,2025-01-15 10:21:00,2025-01-15 11:04:00,40.635,-73.79,40.65,-73.97,72.06,1.0,9.76,comfort,card,4.8
4e7aa084-db0d-4476-b620-931085e51888,203a336c-611a-4887-be1b-60785d67341e,1a0ad393-4170-4897-a893-2496c42e029c,2025-01-15 10:20:00,2025-01-15 10:29:00,40.635,-73.79,40.635,-73.79,19.39,1.5,26.71,black,card,4.2
b77e9b4e-749e-4f84-8eb0-5ef92f6851f5,984d0b92-e00a-49b3-98a5-d145c6292512,23616c9b-7a92-426a-8f11-6e875fa4ccb2,2025-01-15 10:25:00,2025-01-15 10:46:00,40.77,-73.96,40.755,-73.98,29.25,1.2,18.29,uberx,cash,4.9
ab33188e-5e3e-4ee2-b770-6dcde9acba54,0024700b-d80f-4ecd-8169-37a11f2a7904,68eacb0d-c9d4-4817-8607-8b4c08893902,2025-01-15 10:27:00,2025-01-15 10:47:00,40.755,-73.98,40.77,-73.96,22.0,1.0,24.89,uberx,wallet,3.9
c87ca317-8da5-4d67-934b-3728f42024f4,8dc1f722-307b-4816-a931-25567068a992,b593adbf-59f9-4b89-8300-372e8412753a,2025-01-15 10:30:00,2025-01-15 11:06:00,40.755,-73.98,40.635,-73.79,31.62,1.2,29.53,black,card,4.7
235bb5b5-611a-4b0d-af44-f621b15267c3,630cc9a5-3521-4a4b-9984-4827ed5baca9,0ac320a9-f5cb-4d65-96fd-984917cea017,2025-01-15 10:34:00,2025-01-15 10:53:00,40.635,-73.79,40.77,-73.96,10.21,2.0,9.01,uberx,wallet,3.1
c4419390-1ce4-45c4-84fc-940a531de95a,54f2beb2-d5a3-4a7c-b99f-f09d8f310602,c5dfd5d3-0caa-479e-9f5b-a4f76e355d6f,2025-01-15 10:32:00,2025-01-15 10:41:00,40.755,-73.98,40.73,-73.89,43.93,1.2,28.85,black,card,3.7
6d3d6890-04af-4903-9a62-d5be0ef2093c,a8fff4f3-48fa-4d62-9822-694d01e19b91,7a311d77-1168-4483-93cd-4b4c5678e8ef,2025-01-15 10:35:00,2025-01-15 11:14:00,40.755,-73.98,40.77,-73.96,10.07,2.0,11.99,xl,card,3.1
ccfbc3d9-91de-4ba5-a588-286d94a2d8f9,485bd36f-34f9-4fe8-8821-8951e45be250,b2955de4-a3c3-4795-a220-a609b5c54607,2025-01-15 10:41:00,2025-01-15 11:01:00,40.635,-73.79,40.755,-73.98,65.03,1.5,11.87,black,cash,5.0
6d8efda3-4582-40ed-b0a9-2809e3710593,023eaa7a-1dbc-4813-acee-7a27fb7f6d5f,0137bacd-09c1-4208-a569-c026306ad82b,2025-01-15 10:44:00,2025-01-15 11:18:00,40.755,-73.98,40.71,-74.01,22.53,2.0,10.54,xl,card,4.6
0bf96645-bf9d-46b1-9703-554be058c1c1,4779eef1-fa9d-4194-9deb-451c936e70d1,49b30a72-cfc9-4ce7-abcf-11e6b22b52d1,2025-01-15 10:44:00,2025-01-15 11:08:00,40.65,-73.97,40.65,-73.97,45.5,1.2,16.47,comfort,card,4.7
a645debf-a926-41d1-a7c0-ec348aa4cf72,bb0c6991-3b38-48fa-b0f0-2995a4765d90,a171b92f-3f27-4bf7-ad5f-03168e869c2a,2025-01-15 10:45:00,2025-01-15 11:23:00,40.71,-74.01,40.65,-73.97,71.01,1.2,5.05,black,cash,4.9
930d3b0c-50f5-4c94-91fd-3ded9a564ebb,f0bdf4dc-62df-435e-9872-eb19fb007065,c75d7a63-38d9-4e35-8fe1-6928a99bcec1,2025-01-15 10:50:00,2025-01-15 11:31:00,40.71,-74.01,40.755,-73.98,53.82,2.0,16.83,comfort,wallet,3.2
227a543a-0a0c-4156-a88e-c0a8ebb3f6e1,705dc189-6d2d-4eee-b28e-4bd631c7b97b,99924def-27a0-4c70-8c26-40e043b12492,2025-01-15 10:51:00,2025-01-15 11:22:00,40.635,-73.79,40.77,-73.96,44.97,1.0,16.48,uberx,card,3.8
e164d1ad-d8c5-47df-bd03-91d374def0bf,f20e44f5-73cf-4539-afd0-68a4eff1e15c,98d7c5ec-876f-477d-a00f-c50ffe27b1dc,2025-01-15 10:53:00,2025-01-15 11:35:00,40.77,-73.96,40.635,-73.79,29.33,1.5,22.98,xl,cash,3.1
f371bb21-3df9-4fd6-98e3-5f23eb1b1be9,7f462da9-df15-4e84-a9e4-e974d2c14fe0,3f7e1208-cd0c-4e2f-aadb-5c00d7564609,2025-01-15 10:59:00,2025-01-15 11:12:00,40.635,-73.79,40.77,-73.96,29.98,1.0,25.09,black,card,3.4
f6fbb7ac-3bbf-4f5c-a1fd-27f991101a4f,a91dfc0d-4675-44d8-8679-3da8d6c41535,abf74150-bc9b-45cd-bc9b-a972bd1dc608,2025-01-15 10:59:00,2025-01-15 11:25:00,40.77,-73.96,40.755,-73.98,55.21,1.0,13.49,comfort,cash,3.5
f446554e-9604-497c-bb26-e1c028437794,7b891cd6-cde0-4c40-b2ad-eb04fb1b91b2,c07c7720-3c99-43f7-a405-0676c527f5e1,2025-01-15 11:01:00,2025-01-15 11:38:00,40.71,-74.01,40.65,-73.97,79.56,1.2,9.42,xl,wallet,3.9
25ded15c-ba67-4363-a8a3-192aaa530330,0c88e383-7958-4dce-b7d5-ed0371106973,60b79c55-c821-485f-9fd8-06f2768891de,2025-01-15 11:02:00,2025-01-15 11:16:00,40.635,-73.79,40.77,-73.96,54.64,1.0,8.15,xl,wallet,3.5
f2086a6d-51ad-4219-a067-0c52f625246a,e3ab4209-efd0-4f07-a63b-9ffdcceef609,79c142e0-2765-4388-8994-3797b24eefb5,2025-01-15 11:09:00,2025-01-15 11:26:00,40.73,-73.89,40.65,-73.97,46.83,1.0,6.24,uberx,cash,3.2
d338167e-3e55-4cfa-ab79-93108420a637,85aba1b2-d4aa-455c-9105-7e31eca70280,3ab92659-2990-4ad4-80c6-5d412bc912cc,2025-01-15 11:10:00,2025-01-15 11:49:00,40.65,-73.97,40.635,-73.79,59.8,1.0,2.2,uberx,cash,3.3
9283e372-7f51-4dc9-be39-3f1fb36bb464,f2e8f363-3860-4f56-b519-b95380222154,ff911f94-32d7-439f-aca4-0176f62473a3,2025-01-15 11:14:00,2025-01-15 11:55:00,40.755,-73.98,40.65,-73.97,39.89,1.0,10.6,xl,cash,3.3
84797894-b03e-4d3b-aac4-a68901fc86e8,ca962740-6cf6-42ca-8862-200669f91570,61b6118e-7219-4b1a-a63a-2b991c4f33b2,2025-01-15 11:15:00,2025-01-15 11:50:00,40.77,-73.96,40.65,-73.97,9.51,2.0,8.47,xl,wallet,4.9
a7ad174d-39e9-4f00-9e01-0c0348f053ab,4c8e8797-d437-43fb-96e1-ddfe8338e7f1,34134f65-1f11-4d49-b9a3-3d5fc6b703f0,2025-01-15 11:19:00,2025-01-15 11:41:00,40.73,-73.89,40.71,-74.01,47.17,1.0,29.01,black,card,4.5
e202f70e-2e3b-4b0e-8d0b-41e91bedc2a2,f30e2048-62e1-48ae-9c2e-d541c31aff3a,0feea224-4909-41c9-a6f0-eb2778abb89b,2025-01-15 11:21:00,2025-01-15 11:58:00,40.755,-73.98,40.71,-74.01,76.82,1.2,16.95,xl,wallet,4.9
3f830533-2014-4423-9cd1-f2ffdd4cbf03,b8ae0dbd-d481-45c1-b4db-ba4555e8639f,fc4089c5-afb5-4b87-b56c-51a50b47dcf0,2025-01-15 11:24:00,2025-01-15 12:08:00,40.755,-73.98,40.73,-73.89,18.15,1.0,10.74,black,cash,3.9
b07ec8ec-89b9-4639-b27b-198cafdb092d,6e9d61b6-2718-46c2-b15d-bab97bfa32b3,40331387-b338-4a37-8001-b4998bf0fe86,2025-01-15 11:25:00,2025-01-15 12:01:00,40.635,-73.79,40.71,-74.01,56.75,1.0,17.62,xl,cash,3.6
4e42f90a-5b1b-4d7d-95f3-dd4afe3093ad,84283c40-bfce-4cbc-9e67-5c7107555127,3993b9e8-fb42-45b2-8673-1b65a3f56708,2025-01-15 11:28:00,2025-01-15 11:57:00,40.755,-73.98,40.65,-73.97,20.07,1.2,4.61,uberx,wallet,4.6
ff58cfd8-e3f1-4a85-a431-a9abc2f7795f,004cf033-34fb-42c6-8482-9b01c90a2239,e2e4b746-9137-41dc-a075-883914e3367b,2025-01-15 11:31:00,2025-01-15 11:42:00,40.65,-73.97,40.755,-73.98,45.19,1.0,13.6,black,cash,3.7
988ad247-c5fc-4367-835d-dadea5278ed0,c36caa7d-a5af-4537-8286-acb203b5357a,0ffd39e6-94df-4772-b7da-86bcacbe5a4f,2025-01-15 11:31:00,2025-01-15 11:58:00,40.73,-73.89,40.65,-73.97,12.25,2.0,18.97,comfort,wallet,3.6
0e6796ac-0af6-43c6-8f6f-95dd8ae66430,af142b16-8b15-4f0c-b6a5-5b7282197ae0,71d7be83-42ca-460b-9223-54cbe6ddfba4,2025-01-15 11:34:00,2025-01-15 12:13:00,40.755,-73.98,40.755,-73.98,38.78,1.2,14.92,uberx,cash,3.5
39f6f9c6-e4bd-4193-8ac0-150bc985c93a,8c4f8c32-5bf0-4c1a-afa0-bffd568c05ce,39085df0-1e8c-470d-8aeb-55eefd0afed2,2025-01-15 11:37:00,2025-01-15 12:20:00,40.635,-73.79,40.755,-73.98,61.71,1.0,12.35,black,card,3.3
2ab1d156-c69a-4b46-8c67-8fcdf8786a92,6ab05b19-9adc-467c-9dcb-090adafc790f,9f2ed198-0369-4115-b317-d92fc92d25d6,2025-01-15 11:39:00,2025-01-15 11:50:00,40.65,-73.97,40.71,-74.01,31.07,1.0,29.82,black,card,3.5
d19ea5cb-a2f0-4dc7-a949-faf912cc2410,28a9a1b9-f988-40a7-a533-fbf674d700af,2f5fbd55-f9b4-4691-acdf-56b81ac766cb,2025-01-15 11:43:00,2025-01-15 12:17:00,40.71,-74.01,40.77,-73.96,54.87,1.0,26.47,comfort,cash,3.7
a509a752-6469-4ae3-8006-708af3a5cf0b,61af5145-e276-4557-aeed-02bbc921eb52,a493072e-f35b-4b3e-ad7a-1e20abbba84f,2025-01-15 11:45:00,2025-01-15 12:09:00,40.73,-73.89,40.635,-73.79,64.66,1.0,18.89,black,wallet,4.3
60a5f208-aaa8-4fb7-822b-9e6acbc67f62,29fefd26-ea99-4782-9dd1-a286a1c6594a,7c5fb1af-1a82-4f19-b55b-e1263ea29ec3,2025-01-15 11:46:00,2025-01-15 12:05:00,40.755,-73.98,40.71,-74.01,74.54,1.0,17.3,xl,card,3.1
7fe739c0-dc9b-423b-8f5c-7f04f1ede3c7,1c58ed6b-896e-46b9-8977-4a7582d56a13,be0c48a7-c96f-4af7-a36d-6ee8df349921,2025-01-15 11:49:00,2025-01-15 12:18:00,40.635,-73.79,40.71,-74.01,22.6,1.5,18.81,comfort,wallet,3.4
931d2df4-0384-474e-8de8-401a183a7e6e,72f9dfff-ba6f-4fe8-9348-e7c4abfbca46,0efaa06f-b6be-4581-8d21-540f89bb251b,2025-01-15 11:52:00,2025-01-15 12:16:00,40.71,-74.01,40.77,-73.96,34.95,1.0,6.44,uberx,cash,4.6
0a7bf8bc-2146-4b90-98b9-c6dfdcbceb3c,bde79a57-a62e-4742-ab6a-5405be2e9b98,c7d7d43e-e023-41e9-ba8d-8b434f238217,2025-01-15 11:56:00,2025-01-15 12:13:00,40.71,-74.01,40.635,-73.79,16.43,1.0,12.16,uberx,wallet,3.3
ff36a7cb-964a-47ac-9455-ad3e5c122061,e9678870-4639-4368-a192-9cb6c42c42f6,bc5400ff-f552-48aa-8069-d13de52dd0da,2025-01-15 11:58:00,2025-01-15 12:06:00,40.77,-73.96,40.65,-73.97,79.44,1.2,1.66,xl,card,3.7
b481958a-6ce8-43b1-a48c-8a94861e80ad,96d85cd3-0522-47ed-93f8-9002d8245247,dbaff035-9bca-40bd-8bb4-34cfc9a08f1e,2025-01-15 11:59:00,2025-01-15 12:28:00,40.65,-73.97,40.73,-73.89,74.53,1.0,14.53,uberx,wallet,4.7
10f20969-8950-4ce1-a129-e2b90b87a14a,126d77c4-fc08-45c9-abbd-244cba01e33f,756191f8-8a2b-421f-87d7-05665aac7892,2025-01-15 12:01:00,2025-01-15 12:34:00,40.755,-73.98,40.73,-73.89,45.5,1.2,16.52,black,wallet,3.3
7e30a199-592d-405c-9e5f-91017fbe9371,d46eb82e-0f74-42fc-88a5-266fcaaecfdc,64604ab7-2e62-4d8d-a56f-f8727ec71d3c,2025-01-15 12:03:00,2025-01-15 12:28:00,40.635,-73.79,40.65,-73.97,68.15,1.2,7.22,black,cash,3.2
f06713ba-0ff2-4bec-b778-17cfd13f8a55,6a3c9dd5-ab00-4696-8ee5-983f7e47247b,ccf6dcbf-a962-4a5e-a7d4-1df7663da101,2025-01-15 12:07:00,2025-01-15 12:28:00,40.77,-73.96,40.71,-74.01,44.07,1.0,28.94,xl,cash,4.0
a1103fc1-3986-4f8c-8420-f510685e2bc4,3638cda7-8dcb-4e19-bc1a-bbecbc2e6030,dfa25a5b-20eb-48ef-ba47-a264f3bb101f,2025-01-15 12:10:00,2025-01-15 12:46:00,40.65,-73.97,40.635,-73.79,51.77,1.2,27.33,uberx,cash,3.6
faf98125-16dd-47e2-b393-1c2e3bb9a36c,4a80de2b-8a32-45ac-95b2-aca9c6711744,570d7b0e-e664-48c4-8ed5-b1863cc9cc19,2025-01-15 12:11:00,2025-01-15 12:30:00,40.77,-73.96,40.71,-74.01,11.68,1.5,21.8,uberx,card,4.1
cf6d6e1f-04ed-41d6-a942-c90b9322cb00,140a8285-2308-43d0-890c-56c1477877f6,de9aaa65-6faf-467f-8d40-c491820447f9,2025-01-15 12:16:00,2025-01-15 12:59:00,40.73,-73.89,40.755,-73.98,61.65,1.5,16.23,xl,card,4.6
bc153073-32d5-4c01-bec4-ac907cdbad64,cc04ee68-5214-40a6-b019-497d31210265,a784ff30-0000-4cdd-a8b6-72125f3af8eb,2025-01-15 12:16:00,2025-01-15 12:58:00,40.65,-73.97,40.71,-74.01,14.58,1.0,26.16,comfort,cash,3.3
d9a6955e-d989-4f45-9e1d-a1a05e8b779c,523e9583-6c85-463f-b922-1ec7175f9498,a990bfc9-7977-4f91-879f-609fced7f2b7,2025-01-15 12:17:00,2025-01-15 12:36:00,40.65,-73.97,40.71,-74.01,66.96,2.0,4.35,uberx,cash,4.2
c352612a-379f-4f14-bb4b-8b03b4b6c1ec,62034adc-e0b6-4975-89a4-56d81f2a550b,dcfcd0a2-a130-4e73-ba64-d1771092aba7,2025-01-15 12:20:00,2025-01-15 12:34:00,40.755,-73.98,40.65,-73.97,63.65,1.0,23.82,comfort,card,4.0
12e7f70f-c0c2-4251-a6fb-3c42f1b534ed,e13ee326-3dfb-433c-a5b4-5ecfd4ff7665,91f41b3f-1f75-4f69-9e44-144d7856a24e,2025-01-15 12:25:00,2025-01-15 13:01:00,40.65,-73.97,40.65,-73.97,58.16,1.0,4.18,uberx,card,3.3
d9b7361f-bc42-49fa-a04f-e610290bd06c,b9f994d5-a330-409d-8297-30f9a88dbd41,d2ab02f2-113c-4a39-80d1-48f831a691ad,2025-01-15 12:27:00,2025-01-15 12:45:00,40.77,-73.96,40.65,-73.97,7.71,1.2,23.93,uberx,card,4.2
0e3d5988-098f-4cfc-a52e-2f4d40fd79c5,b2989fad-0199-4bed-88da-bcd38c8d7a2f,681d04d5-79db-48db-9c18-5669b53481cb,2025-01-15 12:30:00,2025-01-15 13:10:00,40.65,-73.97,40.73,-73.89,27.73,1.2,8.64,uberx,card,3.5
09196bf4-3906-48ec-a633-3cc04a0102d7,afed1c2a-b0f6-4fb0-a933-b96870fac038,54c36b65-9614-4e0f-9ac9-c0c5d28c41a7,2025-01-15 12:33:00,2025-01-15 12:46:00,40.755,-73.98,40.755,-73.98,24.73,2.0,26.37,uberx,cash,4.0
f4786859-88cd-48a8-a80e-1db5d9880457,fd621f5e-02c4-479b-8b78-333724c045b2,43444fff-339f-4d5d-a1a2-b56e35b2cfda,2025-01-15 12:35:00,2025-01-15 12:57:00,40.755,-73.98,40.65,-73.97,32.01,1.2,28.35,black,card,3.2
f8515c2e-0193-45b4-bf5f-323d19fabf30,61fa6338-c494-405d-967b-a96e497c3a54,3053c470-a731-4bd0-8a0d-fe40d2a6cb74,2025-01-15 12:38:00,2025-01-15 13:17:00,40.73,-73.89,40.635,-73.79,11.57,1.0,4.89,comfort,cash,3.9
a17bae2b-3747-4fb0-ac6c-24fc5359ef31,c1671642-d482-4181-a7af-76d537d20af9,7f3c8b0e-34c7-405f-ac5c-347ca0fa89d1,2025-01-15 12:41:00,2025-01-15 12:59:00,40.77,-73.96,40.73,-73.89,75.27,1.0,14.15,comfort,wallet,3.6
4cec2bee-0c4a-45db-8fa1-5494cf7670f2,e4aefec4-4c03-4708-b410-0c572e8d481d,a10d25ec-c452-4956-b6e6-67f949408250,2025-01-15 12:44:00,2025-01-15 13:14:00,40.71,-74.01,40.77,-73.96,46.54,1.5,29.44,uberx,wallet,4.6
487cd934-beb2-4196-a365-85535f844893,d4d5332e-9f05-4071-83ae-068caa418419,f3bced77-c480-40e1-80d3-1e3a3c6981ac,2025-01-15 12:43:00,2025-01-15 13:16:00,40.71,-74.01,40.635,-73.79,27.91,1.0,14.76,uberx,card,3.1
2441a787-db11-4aee-8ff6-853a3de964f9,cc9969bf-d812-4409-b914-862fdbdfd8b1,73c4682a-d1f6-48a8-b393-e56b7136666b,2025-01-15 12:45:00,2025-01-15 13:26:00,40.65,-73.97,40.635,-73.79,34.77,1.0,25.97,comfort,wallet,3.8
b2d0e99a-187e-495a-9ebc-de918c795fd5,d483826e-16af-4221-8dc1-fc054f56c7dd,927f849e-32f4-47c3-8dd5-bcc8ee47d8c5,2025-01-15 12:50:00,2025-01-15 13:31:00,40.73,-73.89,40.65,-73.97,38.54,1.0,17.87,black,wallet,3.9
cd33815b-c809-4e7f-8948-40b1ff450f6c,9a747402-506a-4289-bb8a-3d0343f611a3,e056d8e9-3f55-4686-8f89-1b4bcb464c60,2025-01-15 12:51:00,2025-01-15 13:27:00,40.635,-73.79,40.77,-73.96,50.04,1.0,11.57,xl,wallet,4.5
88e62c54-375d-4c3c-b9ab-eea4b56a6f54,d16e5a09-4896-4495-90ca-5db2b401bf18,9ba457f4-90ce-4180-bc9f-e3262d58e4cb,2025-01-15 12:52:00,2025-01-15 13:03:00,40.65,-73.97,40.77,-73.96,43.68,2.0,8.93,xl,card,4.1
ee7c826a-75b7-40b0-be09-3c8110beb925,f880fc65-e8f1-44a2-bbde-9d074382b1a1,eda9b618-c43e-4294-bfed-dd05dde39de6,2025-01-15 12:57:00,2025-01-15 13:21:00,40.73,-73.89,40.73,-73.89,73.95,1.0,6.5,comfort,card,4.3
f756836d-96a9-44e0-acce-ca12416f2396,d01f2a33-af37-4b91-9b65-a660c4a55bbf,b245f9dd-1cc6-4e66-a962-5fe763efbbad,2025-01-15 13:01:00,2025-01-15 13:43:00,40.77,-73.96,40.77,-73.96,42.27,1.2,22.97,uberx,wallet,4.6
26b9fe06-8e4a-4fc7-ab76-91ae37bff36d,bc71d9b3-1f02-43a8-90c0-4e9a66c9e83b,33570e09-b0bf-4c37-99fa-d684ab3a1965,2025-01-15 13:00:00,2025-01-15 13:20:00,40.77,-73.96,40.755,-73.98,79.41,1.0,11.9,uberx,cash,4.7
afe966d8-e2f6-4c73-b46c-acb3012c4b15,cbea392a-83cf-4f13-ac24-9db497322994,6a8b7ef9-cb14-406c-b76d-ce47c5d473be,2025-01-15 13:04:00,2025-01-15 13:26:00,40.77,-73.96,40.65,-73.97,68.86,1.5,15.58,black,wallet,3.6
b267b0eb-82d4-4e86-9e0e-ae6461d7cb35,9b7a5d92-2a41-422d-b632-2784b75c8825,cc4204ad-a06e-4a9f-9f43-36163ea67147,2025-01-15 13:05:00,2025-01-15 13:41:00,40.77,-73.96,40.77,-73.96,20.64,1.2,15.02,xl,card,4.1
be4463e9-44dc-4fd3-9a9d-0b84888e80ef,b2388fa8-906e-4166-91b4-6cf6b0627748,de71be2c-1676-4be8-9f71-f6cd7a56282f,2025-01-15 13:11:00,2025-01-15 13:47:00,40.77,-73.96,40.73,-73.89,74.79,1.0,17.53,black,card,4.7
d83c0ced-e83b-48c3-8841-a86be5b37366,5921b6e3-e256-4de6-aa05-be9dd4a81e52,938bf2ad-8008-4b61-9087-2ec3c099aced,2025-01-15 13:14:00,2025-01-15 13:32:00,40.73,-73.89,40.755,-73.98,13.73,1.5,26.03,xl,card,5.0
56f8e8c7-6556-43fd-aa56-52b7e31fc988,50bf1dfe-3f72-4046-89a0-04c0a383f81c,93096516-d173-491d-a350-e0d9d53e4ece,2025-01-15 13:13:00,2025-01-15 13:52:00,40.73,-73.89,40.71,-74.01,66.31,1.2,29.43,comfort,wallet,4.8
13176857-1605-4e0e-9b9f-284d8c22f14b,5959daad-b34d-4f06-8d6c-d758725278de,5538a551-1160-43e8-a232-8668adee3ad5,2025-01-15 13:18:00,2025-01-15 13:27:00,40.755,-73.98,40.71,-74.01,33.55,2.0,12.52,xl,cash,3.7
2f79ae35-f595-4aaf-b9f0-8f6bfb410bdf,69317735-8e7e-4bc8-9c26-2f51eaafd372,af3bed34-a080-4a16-b233-19ca0e1c7852,2025-01-15 13:17:00,2025-01-15 13:38:00,40.71,-74.01,40.755,-73.98,70.85,2.0,24.91,black,card,3.4
105e42c9-d1f7-48e4-a5ad-29d5295c3153,4f63ddd0-6b34-4320-a152-adf422bd5990,b3946687-1f0b-4292-a4d4-3ab375c2a5f3,2025-01-15 13:20:00,2025-01-15 13:47:00,40.77,-73.96,40.73,-73.89,70.1,2.0,23.05,black,card,4.0
b636bc49-52a8-49fc-8a46-29c3bc0da8d3,1ddbad72-2ee4-4787-9be6-5901ceec8f0a,a672a600-77cb-4b93-810f-db6316eb45e7,2025-01-15 13:24:00,2025-01-15 13:53:00,40.635,-73.79,40.755,-73.98,65.44,2.0,17.42,black,wallet,4.5
333440b1-f6a3-4206-bb23-56e14c9e8577,c353ed99-64c9-47f9-b938-d8824430cc65,97c72516-959a-4a65-ae88-0ede3d2dfd2c,2025-01-15 13:29:00,2025-01-15 13:47:00,40.73,-73.89,40.65,-73.97,64.25,1.0,28.7,comfort,cash,4.0
0343bf1e-82ca-4579-9464-c91b3e09c7be,306d23f9-0883-4128-ab30-3d5fafc2ffbe,cff4f0f0-cae5-42aa-96bd-c72e10c82874,2025-01-15 13:27:00,2025-01-15 14:01:00,40.635,-73.79,40.65,-73.97,27.85,1.0,6.41,xl,wallet,4.0
f33ee895-395a-47e0-904d-e1f458bf4b7d,315a1285-12dc-4891-95d2-54d55a152a97,bee4a4a3-dcb7-4554-9156-8f8a0a37f96a,2025-01-15 13:34:00,2025-01-15 13:44:00,40.635,-73.79,40.71,-74.01,11.07,1.2,3.72,xl,card,4.7
82496a53-6853-43a8-9380-5187527715eb,548603e6-223c-434b-b90c-93da4edf83b8,acfe6272-bf59-4c03-9618-1342c79c05dc,2025-01-15 13:32:00,2025-01-15 13:56:00,40.635,-73.79,40.77,-73.96,35.22,1.0,25.69,black,cash,3.7
793b78ea-fb46-498d-9800-2aeb0ca65ca1,31d7d75f-90e3-4384-ada1-d3c953ec3dc7,9de33664-7f6c-415b-ae43-a5b7f77bc354,2025-01-15 13:36:00,2025-01-15 14:11:00,40.755,-73.98,40.73,-73.89,18.01,2.0,13.45,xl,cash,4.7
7cb8a9df-91e1-4de2-9e2f-6d12be11f612,af874875-bf88-4c1c-9114-0588fce3d1b6,1f8839bb-049e-4518-ab72-2c1f4082246f,2025-01-15 13:40:00,2025-01-15 14:16:00,40.73,-73.89,40.71,-74.01,57.12,1.0,25.49,uberx,card,3.8
7ecb97e6-e0ec-419e-a052-356ce00481e1,3048142a-a81e-4c92-88d7-5ea11bce2825,8559712f-e1d5-4cf1-b657-c3a908e9d0fd,2025-01-15 13:40:00,2025-01-15 14:08:00,40.635,-73.79,40.77,-73.96,30.96,1.5,26.85,uberx,cash,3.7
8de57f26-8365-4d01-9415-bedafbe670c9,bb378f9a-7351-4cd0-b6b1-1fcc8b7db21b,dc7fcd47-6177-4171-88a0-d2a0bb10d81e,2025-01-15 13:46:00,2025-01-15 14:09:00,40.77,-73.96,40.77,-73.96,78.17,1.5,2.34,uberx,cash,3.9
0a048ae5-2c18-4a02-af61-057f114ae92b,e6905ac2-90c6-4c16-81c6-29944f335439,f08575f4-be5e-4aa6-a405-503efd07b824,2025-01-15 13:46:00,2025-01-15 14:30:00,40.65,-73.97,40.65,-73.97,53.07,1.5,26.56,xl,wallet,4.5
